manufacturer_id	manufacturer_name
12950	VOORTMAN COOKIES LIMITED
10272	INTEGRATED BEVERAGE GROUP LTD
1472	ELMER CANDY CORPORATION
6944	JOSEPH VINEYARDS
8678	TREASURE MILLS
3844	BETTER PLANET BRANDS
4656	LIEBER CHOCOLATE & FOOD PRODUCTS CO INC
6929	LILY'S SWEETS LLC
13156	STONEY POINT INC
5564	FRESH MATTERS LLC
9342	BROTHERS INTERNATIONAL FOOD CORPORATION
12455	BIFULCO'S FOUR SEASONS COLD STORAGE INC
1675	EXOTIC SAUCE PACKAGING
13155	BROOKLYN CURED, LLC
6641	MAYER BROS. APPLE PRODUCTS INC
7094	ANDALOU NATURALS
8959	TRP COMPANY
13177	LUKE'S INC
9473	KAROUN DAIRIES INC
4252	SCHNEIDER DAIRY INC
10619	TRAM BAR LLC
2781	PINKY'S FOODS INC.
7329	DR. FRESH LLC
6412	TOAD HOLLOW VINEYARDS
1195	GOLDEN G T LLC
11265	SHARK NINJA OPERATING LLC
4143	OLD RIVER ROAD
4508	REGENT PRODUCTS CORP
4961	GOOD LIVING
10245	JAN'S GOURMET SWEETS AND MORE
9579	SLO DOWN WINES
1114	JSL FOOD INC
6167	SUMMERS WINERY
11845	WINEINC PTY LTD
2237	ESBER BEVERAGE COMPANY
9164	AVIV JUDAICA IMPORTS
12518	BRAVANTE PRODUCE
2554	SKYFALL VINEYARD
2603	JULIAN HARD CIDER
8354	UNION POULTRY CANADA INC
3127	THE FULHAM GROUP
3575	GEO WINES S A
11551	BROOKLYN BITES NY LLC
881	CHATEAU DIANA WINERY
10713	MUSASHI FOODS INC.
11114	IKE ENTERPRISES INC
7685	NURTURE, INC.
9737	ODD SIDE ALES
8446	WONDER NATURAL FOODS CORP
3846	FRONT RANGE SNACKS INC
11334	YETI COOLERS, LLC
2800	VINA ROBLES INC
2735	HGC IMPORTS INC
12440	CALEDONIA SPIRITS INC
1666	WILDLIFE SCIENCES INC
6478	FISKARS OY AB
7920	OMNI HOUSEWARE INC
6457	EDGE WINES
2092	OLIVIA'S CROUTON COMPANY
7728	VERMONT SMOKE & CURE
7774	EBRO FOODS S.A.
3169	ART PLATES INC
11101	THE BRONX BREWERY
6351	BRIX DESIGN A/S
6539	SILVER BELLS WINERY
7470	THREE SPRINGS BOTTLING COMPANY
1462	THE DAYTON BEER COMPANY
5051	VAN DUZER VINEYARDS
2691	BEWLEY IRISH IMPORTS
1998	DESIGN MASTER COLOR TOOL, INC.
6537	ONTEL PRODUCTS CORPORATION
1144	YARDEN INC
12539	MJ LICENSING COMPANY INC
10871	DUTCH COUNTRY SOFT PRETZELS
6548	ABBEY SPECIALTY FOODS LLC
7668	HILLSIDE CANDY COMPANY
8060	BRIGGS ASSOCIATES INC
10143	AUSTRAL WINES LLC
3963	WIPE NEW LLC
13220	SOUTH MOUNTAIN CREAMERY LLC
8237	MADHAVA HONEY LTD
567	LEN KROMAN FARMS
4457	ERIE JAMES LTD
9390	DIVVIES LLC
1566	SARPES BEVERAGES LLC
1695	VALLEY PRODUCE COMPANY
3922	FREIXENET
12708	RAINCOAST TRADING LTD
2672	MARGAUX AND ASSOCIATES
1761	CONSOLIDATED CATFISH PRODUCERS LLC
11260	MANOEL D. POCAS JUNIOR VINHOS S.A.
11975	STIHL INC
9427	BROADWAY ENTERPRISES INC
9315	TERROIR WINE CELLARS
510	MARQUES DE GELIDA
11439	MAINE NATURAL HEALTH CO
10150	GARDEN SPOT DISTRIBUTORS INC
3235	LA AGUADA S A
2263	LILLIE'S Q LLC
1099	SOPHIE'S KITCHEN INC
12215	LYRICAL FOODS INC
10341	VITA MANSI COMPANY
10667	POWER OF 3 NUTRITION LLC
2435	PACIFIC BEVERAGE
5333	BOLD ROCK PARTNERS LP
4842	WKI HOLDING COMPANY INC
8745	SUN WEST FRUIT COMPANY
11731	LNK INTERNATIONAL INC.
10507	INSPIRED BEAUTY BRANDS INC
9173	FORKS OF CHEAT WINERY
6210	JEAN-MARC BROCARD
10203	PEET'S COFFEE INC
9402	CAROZZI NORTH AMERICA INC
11678	BUCHI KOMBUCHA
3086	GUGGISBERG CHEESE INC
3998	THREE FLOYDS BREWING LLC
10757	HELLA BITTER
8999	CANEI S.R.L.
7388	FLORIDA CARIBBEAN DISTILLERS
9581	ATA DISTRIBUTION SERVICE INC
7332	SIR RICHARD'S CONDOM COMPANY
7787	BRIX CHOCOLATE INC
5709	CHEMICAL PRODUCTS LTD.
9330	OLLI SALUMERIA AMERICANA LLC
10180	TWEAKER ENERGY DRINKS
12698	NEW VITALITY
3521	SWEET CANDY COMPANY
473	LIGAR INC
7665	DAGIM TAHORIM CO INC
75	SELTERS MINERALQUELLE
2966	GREEK GOURMET LTD
5157	SOUTHERN CONNECTION SEAFOOD
3505	KARMIN GROUP
11986	VILLAGER GOODS COMPANY
2180	SPECIALTY BEER INVESTMENTS INC
1825	LOTITO FOODS INC
11465	THE LAZY DOG COOKIE CO INC
8854	COWBOY CHARCOAL CO.
1739	SILVER SPRINGS FARM INC
11929	MELROSE VINEYARDS
5449	HUBMAR INC
8353	GEORGE J HOWE CO INC
8498	GREEN VALLEY PACKING, INC.
6613	FALAFELIM GLUTEN FREE INC.
6785	EVER BETTER EATING INC
7940	PROCACCI BROTHERS SALES CORP.
2060	DASHFIRE LLC
7298	GRUPO LA MODERNA
7719	V PATEL & SONS INC
2078	EURO-NAT SA ZA
11713	MAMA O'S PREMIUM KIMCHI LABORATORY
8739	THE FORT COLLINS BREWERY
8879	OCEAN CITY BREWING COMPANY, LLC
4359	TRISALES MARKETING, LLC
13095	MAYFLOWER BREWING COMPANY
2559	FIFTH GENERATION INC
5467	KING FRESH PRODUCE LLC
7139	SIGNATURE FOODS
13086	CORINE'S CUISINE INC
3656	SUNDIAL BRANDS LLC
566	WOLF'S RIDGE BREWING
7785	ART SKILLS
5319	CLASSIC CONSUMER PRODUCTS INC
4873	LASALLE INDUSTRIES
12714	MARBA INTERNATIONAL LLC
2008	BROUGHTON CANNERY
6093	DRUM CIRCLE DISTILLING
4928	GARDNERS PIE CO INC
785	OLD CHATHAM SHEEPHERDING COMPANY
4057	ANOVA FOOD INC
8586	ELITE BRAND USA CORP
10487	BRIGGS & STRATTON CORP
1928	CAMBIASO HERMANOS S.A.C.
8928	MY TOWN ORIGINALS
8873	O'FALLON BREWERY
3818	BODYWISE (UK) LTD
7611	ANDROS S.A.
10773	VITAMIN FRIENDS, LLC.
10582	J. MORGAN'S CONFECTIONS
10768	JOHNSON FRUIT
2114	VERIDIAN HEALTHCARE LLC
8304	TRYST GOURMET LLC
6772	CJ FOODS INC
11132	SIGNATURE NORTHWEST LLC
4140	STERILITE CORPORATION
8527	NEIL MED PRODUCTS INC
12686	THE HAPPY VEGAN
4776	CANDY RIFIC LLC
990	MAJANS PTY LTD
344	NOVELTY HILL WINERY
2592	TREND IMPORTS INC
525	ORGANIC ESSENTIALS
9623	P28 FOODS, INC
12180	THE DAIRY FREE CO
5607	ALE-8-ONE BOTTLING CO
654	PAY DIRT BRANDS, LLC
2290	SEA FOAM SALES CO
5493	SPRAYWAY INC
9687	TROYER BROS
223	CUDDLETIME INC
4948	TONY PACKO FOOD COMPANY
8088	RSJ VENTURES LLC
1286	EINSTOK BEER CO
862	FOPPERS CUDDLY CRITTERS PET BAKERY
5189	DISTILLED RESOURCES INC
3452	HOMESTEAD BEER COMPANY
6479	BUBBIES OF SAN FRANCISCO
10465	ESPRIT DU VIN
4521	CLASSY DELITES INC
10863	THE WONDERFUL COMPANY LLC
1817	BLACK & GOLD FAN
8937	PHASE FOUR
4721	FULL THROTTLE SALLOON
9310	FERIDIES
9689	THE AKSHAY WELLNESS GROUP INC
11367	ATOMIC BRANDS INC
9667	ASPIRE BRANDS INC
8677	NUMARK LABORATORIES, INC.
9895	HANDWARMER.COM
11316	ARAMARA BEAUTY LLC
11909	MERCER FOODS LLC
5751	WILDBRINE LLC
10305	SOUTHERN GLAZER'S WINE & SPIRITS
10383	PURE GENIUS PROVISIONS
9436	LUKE'S ORGANIC
12032	SNOW PHIPPS GROUP LLC
3773	STANDARD BRANDS LIMITED
11159	BERRY PEOPLE LLC
6724	CJ PRODUCTS
12969	ISLAND IMPORTS INTERNATIONAL
2494	CYCLONE ENTERPRISES INC
141	LAVA CAP WINERY
684	OWN PRODUCTS INC
3816	AGAVE LOCO LLC
3502	HUGO NATURALS
8268	VISION WINE & SPIRITS LLC
8727	SWEETRIOT INC
5812	AMERX HEALTH CARE CORP
9093	UNITED STATES FILTER CORP
11140	KAYCO USA
3584	HILL'S IMPORTS INC
9426	ORE ORIGINALS INC
6358	ILLVA SARONNO S P A
8943	GLOBE LLC
5038	TEA-RRIFIC! ICE CREAM, LLC
10671	MUKITCHEN
13237	VIRGINIA DISTILLERY CO
12780	MERRY MILK MAID
919	SULPICE CHOCOLAT
1450	GREAT MIDWEST TUBE
10612	DISTINCTIVE BRANDS INC
9174	HOMETOWN COFFEE CO.
12842	BUCKS NATURAL COOKIE CO
12000	BOTANICAL LABORATORIES INC.
5996	KANE CANDY
10790	YELLOWBIRD SAUCE
5830	CHUCKANUT BAY FOODS LLC
10371	SHAH TRADING COMPANY LTD
1641	A. RACKE & CO GMBH
9645	NAVNEET EDUCATION LIMITED
4811	GIORGIO FRESH CO
2474	EDISON NATION HOLDINGS LLC
840	BAY HILL SEAFOOD SALES
9471	KIDFRESH
3691	PAPER PRODUCTS OF FLORIDA
7096	BARLEAN'S ORGANIC OILS LLC
7928	HARTVILLE KITCHEN
10494	SOPHIA FOODS INC
8307	ROCKSTAR INC
12152	DISTINCTIVE FLORAL CO.
2990	THE COIN-TAINER CO LLC
9628	HATFIELD & MCCOY MOONSHINE LLC
3226	BEAUX FRERES
6673	ALADDINS' BAKING COMPANY
9893	SLOAN ACQUISITION CORPORATION
1706	SCENT BROOM, LLC
3314	FOOD COLLECTIVE INC
7440	DECORATOR HOUSE INC
6640	CYR INTERNATIONAL INC
11554	SHAMROCK MARKETING COMPANY INC
6079	BODEGAS SIERRA CANTABRIA S.A.
596	HEROLD'S SALADS INC
5279	NAJAFI COMPANIES
8848	PROMONTORBOR RT
6429	SOMERSTON WINE COMPANY LLC
4562	TRINCHERO FAMILY ESTATES
12527	YOGI BHAJAN ADMINISTRATIVE TRUST
7929	B. F. ASCHER & COMPANY INC.
5489	MAMA ROSIE'S CO INC
326	OMEGA HEALTH PRODUCTS INC
10549	YELLI FOOD LLC
13105	DURANT AND BOOTH
664	PINTO BARN INC
11610	LARK ELLEN FARM INC
11407	BODEGAS Y VINEDOS FILIPPO FIGARI S A
3428	RUBICON ESTATE
701	READING DRAFT BIRCH BEER INC
9504	PURE HOTHOUSE FOODS INC.
7347	KDM HOLDINGS INC
12580	VIRMAX LLC
4361	WISCO SEAFOOD
7988	FRANK BRUNCKHORST CO.
2530	SUNNY VALLEY ORGANICS
10256	VUKA LLC
485	THE VERI SODA COMPANY, INC.
7155	PBS DIRECT
91	TEUCKE & KOENIG GMBH
3969	SUNDANCE NATURAL FOODS CO
5501	TF PUBLISHING
6254	CINNABAR VINEYARDS & WINERY
13194	HI-SPIRITS LTD
3589	CASTORO CELLARS WINERY
4969	GODIVA LIQUEUR CO.
8869	DOMINGUEZ AND CO. INC.
8769	USA WINE IMPORTS
11689	LEMMON TREE IMPORTS LLC
5551	SANCHEZ ROMERO CARVAJAL JABUGO S.A.
4758	HAIN CELESTIAL GROUP
10473	DOC'S ORGANICS LLC
8767	NEW PLANET BEER COMPANY
3907	VAN DYKES CHEASAPEAKE SEAFOOD
2399	LI DESTRI FOODS INC
12345	TURNER FOODS LLC
12782	HUMANKIND BEVERAGE LLC
4166	ACME SMOKED FISH CORPORATION
9145	FOUNDERS EQUITY INC
10843	PINNACLE IMPORTS CO
3754	BOELTER BEVERAGE GROUP
9171	MARTIN RAY WINERY
11997	BIG 6 FARM
882	BRAND CASTLE LLC
8832	OASIS BRANDS INC
2729	LARSE FARM'S SWEET DARLING SALES INC
12182	NURSERYMEN'S EXCHANGE, INC
8895	CIRIO DEL MONTE ITALIA SPA
4384	SABRA DIPPING COMPANY LLC
12230	HORUS BREWING COMPANY
10005	AUGUST SCHELL BREWING CO INC
6817	BAR B QUE SPECIALTIES INC
9247	LOVE GROWN FOODS LLC
13112	DLJ PRODUCE
3305	GOOD POP
9157	D'URSO BAKERY, INC.
12356	MIA BREWING CO INC
4762	FOOD IMPORT GROUP
9262	SUN GROVE FOODS INC
3824	DUKE STREET CAPITAL
3344	WOODEN SHIPS INC
1514	HOCH GMBH
4626	TAYLORS OF HARROGATE
10742	POTTER INC
8252	MAYBE IT'S TIME INC
8582	CHARTRAND IMPORTS
7166	HAROLD IMPORT COMPANY, INC.
4995	MISSION PRODUCE INC
5112	VERMINTS INC
12530	THE LONG DRINK COMPANY
4999	FORT PITT BREWING COMPANY
12958	NEXT WAVE SEAFOOD INC
4109	BLACK DIAMOND SPIRITS LLC
526	EAGLE EYE BRANDS
230	KING BIO PHARMACEUTICALS
209	PLATA WINES
3886	BIENA LLC
8683	DYNA GROUP INTERNATIONAL INC
1738	KETCHMAN WOLF ASSOCIATES INC
8406	D & V INTERNATIONAL INC
9287	VAL VERDE VEGETABLE CO INC
1039	COPPER FOX DISTILLERY ENTERPRISES LLC
2127	ROCKY MOUNTAIN NATURAL MEATS INC
1554	OREGON SEAFOODS LLC
1346	KAPITAL PRODUCE LIMITED
3405	DEVIK INTL INC
5852	NUTMEG SPICE COMPANY
5712	EUROITALIA S.R.L.
12285	KURAMOTO US INC
2943	VIRGINIA DINER INC
7027	WENNER PUBLISHING
11142	GET BIZZY INC.
1082	TJD HOLDINGS INC
11875	MARKERS EDGE LLC
1873	BROWN JUG SPIRITS
5187	MICHAEL CUTLER COMPANY
6608	BLUE MOUNTAIN BREWERY
10434	JAYONE FOODS INC
396	WHITEHALL LANE WINERY
582	TRUE CITRUS CO.
1442	FIVE STAR FOODIES LLC.
725	SPECIALTY RICE INC
2842	CHECK CORPORATION
5519	PRIAMO J GAMBOA O.
547	NOVELL BRANDS
4200	RIKAMO LLC
7303	GRUPO NACIONAL DE CHOCOLATES SA
2905	CELTIC OCEAN INTERNATIONAL INC
8157	DYNO MERCHANDISE CORPORATION
5138	COSENTINO SIGNATURE ENTERPRISES
13219	RHINO GLOBAL ENTERPRISES
3246	MOSHE LUDMIR & SONS LTD
3906	REPUBLIC FOOD ENTERPRISE
818	RGI BRANDS LLC
3464	DULCINEA FARMS LLC
13149	EAT ME ICE CREAM LLC
7101	DANG FOODS LLC
831	FOUR BLUE PALMS INC
1794	THE SUGAR SHACK
1671	LANTERN ENTERPRISES LTD
11219	FRESCO SPICE BLENDS LLC
11448	BROOKLYN DELHI LLC
6455	J & J GROUP LLC
3524	BRAGA FRESH FAMILY FARMS
3170	JAMES DESIDERIO INC
5174	BOB EVANS FARMS INC
12521	FISHER'S POPCORN
2839	LUCAS & LEWELLEN VINEYARDS
7196	TIGER TIGER USA
12187	TECHNIMETRICS INC
1685	RAKUSEN'S LTD
12009	LA MARTINIQUAISE
1721	BRIGGS HEALTHCARE
7017	OREGON FRUIT PRODUCTS CO
3713	FULLER SMITH & TURNER PLC
9131	STERLING INTERNATIONAL, INC.
8080	DRISCOLL STRAWBERRY ASSOCIATES
9694	ZALOOM MARKETING CORP
5705	BELGIUM'S CHOCOLATE SOURCE, INC
4877	EFFCON LABORATORIES, INC.
7554	RIZZO'S MALABAR INN
9015	JAGPREET ENTERPRISE INC
12316	MEKHALA PTE LTD
12952	NITEO PRODUCTS LLC
2687	MEGA BRANDS INC
9724	CT BAKERY
1217	THE HYGENIC CORPORATION
10672	BINNEY & SMITH INC
4318	THE SOURCE BAKERY
12503	KORDAS' METROPOLITAN BAKING COMPANY
10677	CACKALACKY CLASSIC CONDIMENT COMPANY INC
12214	BAYWATER GREENS LLC
12083	PROTECTOR PRODUCTS
5559	LES SERRES LEFORT
3408	CARNATION PLASTIC MFG. CO. INC
6276	COFRESH SNACK FOODS
6598	ST. GEORGE SPIRITS
11384	AMERICAN FLORAL EXCHANGE INC
2833	CARE FOOD INDUSTRIES SDN BHD
4662	F.LLI DE CECCO DI FILIPPO
7538	BARNEY'S PREMIUM FOODS
8378	ALFA S.A.B. DE C.V.
76	WORLD CONFECTIONS INC
902	SANGARIA USA INC
2953	HANDSOME BROOK FARM
11762	MOTOLA FOOD PRODUCTS LTD
5537	WIKIFOODS INC
1101	COHO WINES
10736	YAI'S THAI LLC
2643	BRIOSCHI INC
11955	GREEN ROADS OF FLORIDA LLC
210	TRUMPF SCHOKOLADEFABRIK GMBH
5799	SWISS-TEX INC
3353	TURNBULL WINE CELLARS
5066	DE WAFELBAKKERS, INC.
4534	DERMA E NATURAL BODYCARE
12056	SEACO FOODS INTERNATIONAL INC
519	MAGNUSON INDUSTRIES INC
2987	SUNPOINT CO LTD
7123	ANGELINI WINE LTD
3348	PUNATI CHEMICAL CORP.
3525	HOLYLAND BAKERY
8760	NEUMAN BAKERY SPECIALTIES, INC
651	PAULING LABS INC
11383	CEDAR BRIDGE NURSERIES, INC.
981	PAVILION WINERY
354	CANTINE BONACCHI SPA
6739	OCEAN KING ENTERPRISES INC
11049	AROUND THE BEND BEER CO
10092	A&D ENGINEERING, INC.
67	QUIETA-WERKE GMBH
1109	FAYCO INDUSTRIES INC
12306	ANTHONIJ RUPERT WYNE
10778	SUPREME TAMALE CO
3757	SCANDIPHARM
3045	KANAN ENTERPRISES
5111	VIN DE GARDE WINES LTD
6988	IMAGINE ONE RESOURCES LLC
7308	B & B PRODUCE INC.
2476	ATLANTA FOODS INTERNATIONAL
1189	F B WASHBURN CANDY CORPORATION
9690	DIRECT SOURCE MARKETING
11320	CULTIVARES MEXICANOS S.A. DE C.V.
10694	GENEXA LLC
10834	KKR & CO. L.P.
1736	MAXI-HEALTH RESEARCH LLC
3970	BERRIES PARADISE S.A.P.I. DE C.V.
6132	PARAMOUNT CITRUS ASSOCIATION
10880	PERNICIOUS PICKLING COMPANY
7513	BPI SPORTS
4827	MALENA PRODUCE INC
9726	BEACH STREET FARMS LLC
3251	ORAHEALTH USA INC
6582	ADVANCED VISION RESEARCH
4129	LOCUST LANE JAMS & JELLIES
659	CYPRESS PHARMACEUTICAL INC
8840	BERKS PACKING CO INC
3470	DOWNEAST CIDER HOUSE LLC
7677	WIN-IT-TOO INC
9637	CAPE MAY CANNERS INC
5993	PFANNI-WERKE OTTO ECKART KG
1102	LUIGI LAZZARIS & FIGLIO SRL
1336	WOOL SHOP
9298	BAKERLY LLC
5669	RJ'S LICORICE LIMITED
12233	VELOBAR CBD
1367	MURRY'S, INC
7825	TILLAMOOK COUNTY CREAMERY ASSOCIATION
6440	YUCATAN FOODS
5668	DEL RIO VINEYARDS
7766	EARTH SOURCE TRADING INC
4117	FLAVOR 1ST GROWERS & PACKERS
9279	SCI INTERNATIONAL INC
4694	VINTAGE WINE ESTATES
10515	INDEPENDENCE IMPORTS
12249	GENJI LLC
85	PETRONE'S PIZZELLES
7258	ZIEGENFELDER COMPANY INC
869	OLE RAY'S SAUCES
9091	ALLEGRO FINE FOODS, INC.
3520	JOVIAL FOODS INC
5197	MAGNUM COFFEE ROASTERY
3577	BRAX 3D LTD
11276	PASSION GROWERS
4031	BILLY SMITH'S WATERMELONS INC
7639	SALOV S.P.A.
3361	GREENFIELDS IRELAND LIMITED
4104	CLASSIC IMPORT LTD
11798	BODEGAS PROTOS
7367	PETRAPPORT INC.
365	ROYAL FLAVOR INC
944	HERMANN PICKLE COMPANY
5911	BODEGAS NAIA S.L.
8020	PROXIMO SPIRITS INC
10416	BLUEWATER FARMS
3317	LIVING THINGS MANUFACTURING CO
8258	BARRE LLC
12184	HOCKING HILLS MOONSHINE
11769	FARAWAY LAND SPA
3814	DEXXON GROUP
9103	BAULI S.P.A.
7462	MACADAMIA BEAUTY LLC
8802	DI LENARDO VINEYARDS
9486	MANGO BOTTLING INC
8455	CUCINA & AMORE INC.
10333	CAPE COD SHELLFISH & SEAFOOD CO INC
10725	CALI'FLOUR FOODS LLC
10271	HMS MFG. CO.
2763	CHICKEN COCK DISTILLING LLC
4428	USPLABS LLC
8093	AMERICAN MANUFACTURING GROUP INC
3363	WOODCOR AMERICA INC
7071	STANLEY STAWSKI DISTRIBUTING CO
7005	SGFW BAKERY INC
6974	ROBERTS AND ROGERS
243	NIKKI'S COCONUT BUTTER LLC
4910	ZIBRA LLC
7823	PASTERNAK WINE IMPORTS, INC
3444	CEVIN SPA
2617	THE LOVELY CANDY COMPANY LLC
6219	COUNTRY ARCHER INC
5874	CANON INC
345	NATREN INC
851	ELIXIR FLORAL INFUSIONS
305	DAVIS FOOD COMPANY
2080	LAVAU SOCIETE
8142	NAMASTE LABORATORIES LLC
1009	MARQUEE SELECTIONS LLC
8480	W.S. BADGER COMPANY INC
8965	RHYTHM SUPERFOODS LLC
2716	BEST BUY FOODS INC
8692	KING ZAK INDUSTRIES
8435	PROSUPPS USA LLC
1541	DAVE'S BUTCHER SUPPLY INC
8280	GEHL GUERNSEY FARMS INC
6984	ADRO INTERNATIONAL INC
9652	LAETITIA WINERY
12675	RAILYARD WINES
12565	SUGARPOVA
8793	AXIS GROUP
7814	BERKSHIRE PARTNERS LLC
13108	GERM OUT LLC
11922	MEMPHIS HEALTH FOOD DISTRIBUTORS LLC
6803	FOLEY FAMILY WINES
3141	COLORADO BOXED BEEF CO
6658	VISCUSI WHOLESALE GROCERS
8482	SPANN VINEYARDS
1498	TESSEMAE'S LLC
8620	LEXI GROUP, INC
2751	CELEBRATION STATION
7290	GONNELLA BAKING COMPANY
603	NORTH ATLANTIC, INC.
1377	BENDON PUBLISHING
12026	HOPE PRODUCTS LLC
311	HARMONY VALLEY FARM
1774	INNOVACYN INC
1017	BROWNE & CO LTD
2282	ATHENEE IMPORTERS AND DISTRIBUTORS LTD
4792	LEE KUM KEE CO. LTD.
941	FREE BREAD INC
1686	TOFUTTI BRANDS INC
7633	INNIS & GUNN BREWING COMPANY LTD
8931	MERIDIAN FRUITS SPR DE RL
3341	FREELANCE WINES
296	PET CARE SYSTEMS INC
4698	SANYO FOODS CORP OF AMERICA
4115	ROBERSON ONION CO
733	COOP'S MICRO CREAMERY
10376	FANTIS FOODS INC
1422	REDLINE
8053	TIN CUP WHISKEY
3559	LOLA GRANOLA BAR INC.
7169	MIZKAN GROUP CORP
9578	TASTE BEAUTY, LLC.
2200	G.C.A.R.C.
10152	GRANDISSIME
57	MOUNT OLIVE PICKLE CO INC
12480	FARMER DIRECT COOPERATIVE LTD
4292	C L FINANCIAL LTD
7912	BELGIOIOSO CHEESE INC
11813	HAT CREEK PROBIOTICS
4306	PRESTIGE BRANDS HOLDINGS INC
4613	MAURICE COOPER ET CIE
3446	ALFA INTERNATIONAL SEAFOOD INC
8152	AMISH COUNTRY POPCORN
7456	TRADE ASSOCIATES GROUP
45	CATTERTON PARTNERS
4778	LANDEC CORP
12552	GIDDINGS BERRIES
7867	PARISSA LABORATORIES INC.
5844	ORIENTAL QINGS
4179	MY FAVORITE COMPANY INC
2925	HOST STUDIOS
12576	JM BRANDS LLC
1811	DCI MIAMI, INC.
6180	INTERNATIONAL VINES INC
7506	FOOD DIRECTIONS INC
4014	CHAMPIGNON N.A. INC
3620	WELEDA INC
12074	SHAKA BEVERAGES LLC
12298	JOHN MILLS LIMITED
7643	KINNIKINNICK FOODS INC
677	AT&T INC
12241	HILLBILLY BRAND INC
1543	WEWALKA GMBH NFG KG
11482	CHAKANA
5482	BENNETT LANE WINERY
12898	FREEDOM WHISKEY COMPANY LLC
7475	PREMIUM FOODS GROUP
11936	URBAN MOONSHINE LLC
8763	ALVA/AMCO PHARMACAL CO., INC.
2822	OLD HICKORY COMPANY
3245	COSHELL INC
1364	BIOITALIA DISTRIBUZIONE SRL
7392	BRAD'S RAW FOODS LLC
7997	SUGARBOO DESIGNS, INC.
5008	RALPH SECHLER & SON INC.
6795	CRAFT COCKTAIL COMPANY
1246	SUNCREST FARMS INC
948	M & R PACKING
5309	ALREADY STUFFING LLC
8996	ADVANCE CHEMICAL
9647	SOUTHERN CHAMPION
10006	S&F FOOD IMPORTERS
4923	HAYDEN VALLEY FOODS
9212	LOG HOUSE FOODS INC.
2167	CHIEFFO'S FROZEN FOODS INC.
6173	EARLY CROP
5936	FISH+PEOPLE INC
8796	VAN DER HAGEN ENTERPRISES INC
7074	CUTTERS BREWING CO.
12594	LIDESTRI SPIRITS
7190	MOUNTAIN RISE ORGANICS INC
4902	CENTRAL GARDEN & PET COMPANY
1848	DOMAINES VITICOLES DES SALIN
790	BOB BURTON PLASTICS
117	PACKER'S CANNING CO INC
4438	RETAIL IMPORTS LLC
10306	RIO STAR FOODS INC
8470	MASTERS GALLERY FOODS INC
12726	FAIR MARKET INC
6950	SENSIBLE ORGANICS, INC.
11053	WHOLESOME SWEETENERS INC
1717	ARNOLD'S CANDIES, INC.
3752	DANONE NUTRICIA EARLY LIFE NUTRITION INC
147	MO'S, LLP
12560	THE FULL PINT INC
3276	IMAGININGS 3
4070	U DOUGH GIRL PRODUCTS LLC
696	AMERICAN SPIRITS EXCHANGE
8783	SUNKIDS USA
8077	FOUNTAIN SQUARE BREWERY LLC
13190	MINUTY SAS
10918	SOUTHERN ITALY IMPORTS
11493	H & R CITRUS
11782	OLD NATION BREWING COMPANY
12054	TWISTED RANCH LLC
8765	BIRCH BENDERS
10885	WALKER SNAK-PAK INC
3864	TC MARKETING INC
12862	NUTRA CLICK LLC
12194	DICKMAN FARMS
9592	BERGHOFF BREWERY
6199	CHARTERHOUSE GROUP INC
8610	VI WINES
11082	ORIGINS PALEO MEALS LLC
9440	LA VALLE FOOD USA INC
10662	PASTENE COMPANIES LTD
868	ANCIENT PEAKS WINERY
11843	SCOTLYNN SWEETPAC
10796	MILESTONE BRANDS LLC
7352	HORMEL FOODS CORPORATION
12909	FAT SNAX CORPORATION
3171	WATER & ICE TO GO
6975	PUNSET ORGANIC FARM
4569	THE FLIPPLE COMPANY
11045	ARCH CHEMICALS INC
2769	PHIL'S FRESH EGGS
2719	SAVANT NATURALS
6152	BUTTERFLY HEALTH, INC.
6008	SPI WEST PORT INC
3928	CONCEPT MIKE & LINDA TOTT INC
2266	DOMESTIC TOBACCO CO
11785	BREW DR. KOMBUCHA LLC
6005	BARLEY ISLAND BREWING COMPANY
9812	BUZZBALLZ LLC
713	FARMERS FRESH FRUIT CO LP
4596	DI RUSSO'S SAUSAGE INCORPORATED
638	PACK PHARMACEUTICALS LLC
7974	E MCILHENNY & SONS CORPORATION
2737	GARDNER'S WILDLIFE & GARDENING LLC
10555	PLANET WINES
871	CM INTERNATIONAL INC
13119	MAYA OVERSEAS FOOD INC
1989	KEEP MOVING INC.
4641	TENUTA SANT' ANTONIO
11562	AMERICAN MILLS INTERNATIONAL
4286	MATRIXX INITIATIVES, INC.
587	WELL OILED WINE CO
4551	BOOKWALTER WINERY
8799	WATERSHED DISTILLERY
13145	INSTANT POT COMPANY
10842	VIDA FRESH
3079	PLANET INC
7606	BERWIND CORP.
8384	AMERICAN LICORICE COMPANY
9403	J D IRVING LIMITED
10380	DR. VENESSA'S FORMULAS
6061	REGENCY WINE GROUP
8111	UINTA BREWING COMPANY
8698	FIRST LOOK PICTURES
10480	TWIN PINES FARM DAIRY INC
12435	OOGIE'S SNACKS LLC
4260	LOOK'S GOURMET FOOD COMPANY
12216	INTERNATIONAL DELICACIES INC.
7839	SUNSPROUT SYSTEMS INC
9650	GRASS ADVANTAGE
9290	BENSON'S INC
9023	FUENTE & NEWMAN
602	CINEDIGM
3098	QUALITY NUT CO.
898	MILLERS COUNTRY JAMS
9705	MANICARETTI INC
5346	SALON COMMODITIES LTD
2059	CHICAGO IMPORTING CO
