manufacturer_id	manufacturer_name
2221	RED BLOSSOM SALES
7244	A. V. OLSSON TRADING CO., INC.
12463	SENTIA WELLNESS INC
4096	SAGA DAIRY INC
5905	NON ACIDIC BEVERAGES, LLC
2836	DEL SUR BRAND LLC
10894	SALT WORKS INC
8656	WILD GINGER BREWING COMPANY
6816	ECKER ENTERPRISE
1170	GREENBUSH BREWING CO.
9257	RISING SUN FARMS INC.
11209	GRATON DISTILLING CO
8657	TOSCHI VIGNOLA S.R.L.
12712	DUCHESSA LIA SRL
1129	ITALIAN WINE GROWERS
12428	CENTRIC BEAUTY LLC
12203	ECOEGG LTD
9609	CELLER DE CAPCANES
11497	JIM'S CHEESE PANTRY INC
7743	INDUSTRIAS ALIMENTICIAS KERN'S Y CIA
3188	FIT RITE MEDICAL LLC
8639	CORSICA GASTRONOMIA
1388	BREDE INC
8410	COLGATE-PALMOLIVE COMPANY
10951	ALLTRISTA CORPORATION
5198	OSCARWARE, INC.
4027	SLEIGHT OF HAND CELLARS
11182	FOODCOMM INTERNATIONAL
1078	R C W ENTERPRISES INC
11397	EARTHLY TREATS ILC
12060	BLACKBERRY FARM
5470	RAYWARE LTD
7858	BAYCLIFF COMPANY INC
10208	WHINER BEER COMPANY
1797	WOOP WOOP WINES PTY LTD
11137	JAFFLZ LLC
2884	ACADIA IMPORTS
7993	LASSONDE INDUSTRIES INC
7968	NOTHIN BUT PREMIUM FOODS
9519	JAG2 & ASSOCIATES, INC.
6196	NIELSEN-MASSEY VANILLAS INC
4542	STONYFIELD FARM INC
4552	RICH PRODUCTS CORPORATION
7011	COLUMBIA PRODUCTS INC
63	BRADSHAW INTERNATIONAL INC
2586	CRUNCHKINS
4817	DUTCH FARMS INC.
6696	EUROLIM LTD.
12197	WASHINGTON BULB CO INC
801	SHAW'S SOUTHERN BELLE FROZEN FOODS INC
9261	ATLAS HOLDINGS LLC
5292	MARLEY BEVERAGE COMPANY LLC
10726	SINISTER LABS LLC
12207	OKANAGAN KOOTENAY CHERRY GROWERS ASSC
1090	LEAHY ORCHARDS INC.
9225	ALL NATURAL MAINE ROOT LLC
11494	HEATH AND HEATHER CO
4529	SPECIALTY BAKERS INC.
7859	CROCKER & WINSOR SEAFOODS INC
2754	OIL-N-OIL LLC
3836	CRISPY GREEN INC
10083	CHATEAU DE CHANTEGRIVE
8283	SARTORI COMPANY
11758	DABUR INDIA LIMITED
1490	KING OF POP.COM
12778	VITELLI FOODS LLC
2095	WEDDERSPOON ORGANIC INC
6243	PRODUIT DU AGRICOLA CHAPARRAL
6788	YANCEY'S FANCY INC
3434	ZING HOLDINGS LLC
198	TASSOS ENTERPRISES INC.
11887	OLD FIREHOUSE WINERY INC
7716	EMPACADORA SAN MARCOS S.A. DE C.V.
11196	D'VASH ORGANICS LLC
12315	URBAN INTIMATES LINGERIE LLC
12901	ZIA GREEN CHILE COMPANY LLC
11976	SELECT-A-VISION
12925	MASTROPIETRO WINERY INC
299	ENTRERIOS FARMS
8288	KYOLIC LTD
3004	WARNER'S EGGS
799	SOUTHERN WINE GROUP LLC
6819	JAY MAR PRODUCE
755	CELEBRATE FINE FOODS
7776	ANDERSON/CLASSIC MEDIA
4241	GRIFFIN GROUP
3774	FEVER-TREE LTD
7735	BBK TOBACCO & FOODS INC
6637	SOMERSAULT SNACK CO
7370	BLISS WORLD LLC
7080	BELL'S BREWERY INC
11559	THE SOULFULL PROJECT
170	UNCLE JIM'S FOODS, INC.
6808	SMARTPRICE SALES & MARKETING INC
10175	BODEGA MARCO ZUNINO
6444	CORDOVA CONSUMER PRODUCTS
2491	RAY FARMS INC
11478	ALEJANDRO FERNANDEZ
11924	CW HEMP
10447	FAIRY TALES HAIR CARE INC
6573	STREMICKS HERITAGE FOODS
11321	AMERICAN FARMER BRANDS, INC.
7956	DR AUGUST OETKER KG
2202	PACHA SOAP CO
6708	LAGER HEADS BREWING CO.
5895	WHITE TOQUE, INC.
12245	BUTTERFLY EQUITY
11434	BEWELL HEALTH PRODUCTS INC
12988	RAIN FOREST WATER RFW S.A.
7065	KOCH INDUSTRIES INC
13240	G&Y PRODUCTS INC
1948	EKO BRANDS LLC
2371	NATURE'S ONE INC
11201	SPARBOE AGRICULTURAL CORP
556	LUCKY DISTILLING CO
2601	SPRING STAR INC
9243	MOM'S GOURMET
12118	REFILL IT INC
9550	COTTON VALLEY LLC
1915	WEXFORD ALE COMPANY
3904	4C FOODS CORP
8185	CHEESEWHSE.COM
8380	PROFESSOR CONNOR'S INC
11481	TREAT SIMPLE
12515	COBBLESTONE BAKERY CORP.
9749	EARTH FRESH FARMS
9470	CHALET CHEESE CO-OP
3325	SOCIAL BLENDS LLC
5605	RUCKUS BREWING CO.
6793	STERLING GLOBAL PRODUCTS, LLC
7118	THE OCEAN GROUP INC
27	TREFETHEN VINEYARDS WINERY INC
12888	SPARTANNASH CO
8509	LA MOLISANA
5089	TWIN TAILS SEAFOOD CORP
13109	FEMPRO I INC
8038	KEHE FOOD DISTRIBUTORS
8734	AMERICAN BAKERY PRODUCTS, INC.
12649	RED BEAR PROVISIONS LLC
2794	GREAT FRESH FOODS
9183	HALF MOON BAY TRADING COMPANY
6201	HI-WIRE BREWING
927	KISTACO FARM
1243	JAY BAGS
10216	SUPERMARKET REPRESENTATIVES INC
11962	JOHN ANTHONY FAMILY OF WINES
2169	TISEO'S BAKERY
8712	THERMO LASE CORP
2071	TASTY PURE FOOD CO.
1696	SHEA WINE CELLARS LLC
1807	ANTONIO MOZZARELLA FACTORY
1743	JONES POTATO CHIP CO
5413	LIBERTY COSMETICS LIMITED
12704	TD RESEARCH
4840	MOONDANCE HEAVENLY DESSERTS LLC
3247	DANCING SANDWICH ENTERPRISES INC
1291	COLLINS CO., LTD.
7591	OLDS PRODUCTS CO
5496	HUFF GROUP
12387	STONEYARD BREWING CO
12302	GLEN'S FROZEN CUSTARD INC
7524	POPPIES INTERNATIONAL N.V.
3078	BIOTAB NUTRACEUTICALS INC
11370	INSOMNIA WINES
9377	REVELRY VINTNERS LLC
6744	DEERINGS MARKET & DELI
12329	OBI PROBIOTIC SODA LLC
7342	EVELYN'S ELEGANT EDIBLES
13120	MILK BAR
368	THE LAND-GRANT BREWING COMPANY
4285	STOLLER VINEYARDS INC
386	FREDERICK HART COMPANY INC
5687	ROADHOUSE INC
7020	ANN CLARK LTD
787	SWEETLEAF PRODUCE INC
10304	JACQUELINE'S WHOLESALE BAKERY
8347	INTERSTATE PRODUCE CO
5195	WINES UNLIMITED INC
3447	VIRGINIA BLACK
994	TV PRODUCTS
12416	MGPI OF INDIANA LLC
9065	ETHICAL PRODUCTS INC
6096	CROWN PRINCE INC
7348	MIKEY'S LLC
4062	BROOKLYN BREW SHOP
7837	THE CALIFORNIA MUSHROOM FARM INC
3905	ZOUP! FRESH SOUP CO
2119	FRANCO'S COCKTAIL MIXES
5012	HOBE'S COUNTRY HAMS, INC.
10866	YASSO INC
7759	BRETON ENTERPRISE INC
8756	THREE TWINS ICE CREAM
7650	LANIBALOO CREATIONS LLC
12008	GREGORY GRAHAM WINES INC
12549	WEBB BRANDS INC
7742	GENERAL MILLS
9201	EPIC NATURALS, LLC
11959	LAZY CREEK VINEYARDS
3017	HEMINGWAY RUM COMPANY
4794	RS HANLINE & CO
6419	NUTRINUT
1180	BUBBA FOODS LLC
13158	KING ARTHUR BAKING COMPANY INC
2300	RUST BELT BREWING CO
11821	SOCIEDAD HUERTOS COLLIPULLI SA
8650	ANTHONY FOR MEN LLC
5375	YANKEE SPECIALTY FOODS
8129	PEMS LLC
3111	TORIE & HOWARD LLC
2229	VIBO CORPORATION
10337	OLD SOUL'S FARMS LLC
12362	FAMILIA TORRES
539	THE NEW PRIMAL
33	TREASURY WINE ESTATES
3421	TO YOUR HEART'S CONTENT
6025	MITCHELL-VANCE LABORATORIES LLC
9028	HUMCO LABORATORY INC
9946	THRIVE
3260	EBARA FOODS INDUSTRY CO., INC.
3476	WALLACE FARMS, INC.
8286	ARTISANAL IMPORTS INC
6553	FIGARETTI MFG & DISTR
6372	IRON CITY BREWING CO
4336	CHICKEN SOUP FOR THE SOUL FOODS LLC
4199	BALEARIC BEVERAGE DISTRIBUTORS INC
11103	A J HENDRIKS&SONS GREENHOUSES
12709	ONNIT LABS LLC
11660	FMIF HOLDINGS LLC
11475	STELLA FARMS
8348	TROEGS BREWING COMPANY
8515	COMPASS MINERALS INTERNATIONAL INC
9768	HANS RIEGELEIN & SON GMBH & CO.
2434	HOPE FOODS LLC
9526	MAGNETIC SPRINGS WATER CO
9313	COOSEMANS WORLDWIDE, INC.
4213	DIRECT SALES & SERVICES
2636	HAWAII KAI CORPORATION
5670	ERNIE'S EPIC FOODS
10181	KONG COMPANY
3327	INSPIRATION BEVERAGE COMPANY
8716	NATERRA INTERNATIONAL, INC.
2753	ATLAS IMPORTS LLC
4900	SEVENTH SON BREWING CO
6856	FREEDOM FLASHLIGHT LLC
7608	GIANT EAGLE INC
2755	GIOVANNI'S APPETIZING FOOD PDTS
5700	WESTERN VEG-PRODUCE, INC.
12375	MANGIACOTTI FLORALS LLC
13055	OLD CAMP WHISKEY
6904	LIVE FOOD PRODUCTS INC.
515	UNCLE BILL'S FOODS
1570	SPIRITS OF TENNESSEE LLC
11187	NETTLE MEADOW FARM AND ARTISAN CHEESE
7638	MRS. MILLER'S HOMEMADE
7777	MAVEA LLC
9127	NUTRACEUTICAL INTERNATIONAL CORP
1124	RISERIA CAMPANINI SRL
5433	ELYSE WINERY
10585	RAGOLDS SUESSWAREN GMBH & CO
9389	D & J MANUFACTURING
854	WINGS WAY ICE CO
681	PULENTA ESTATE S.A.
5335	CHAIS SAINT-LAURENT
13104	OLIPOP INC
8090	LAGUNITAS BREWING CO
11963	PUNITA LEATHERS INC
12296	SELMA FRUIT CO
1362	DOMINGUEZ FAMILY ENTERPRISES
6820	C.P. YEATMAN & SONS, INC.
401	APEEJAY SURRENDRA GROUP
6170	UNION-SWISS
10527	ZINGANYTHING LLC
8270	VAN NESS PLASTIC MOLDING CO
4924	DIRECT SOURCE SEAFOOD LLC
6912	OHIOPYLE PRINTS
5259	HONEY GRAIL LLC
1021	MOUTON NOIR WINES
2292	SPECIALTY FOODS INC
3658	CHAMPAGNE LOUIS ROEDERER
2038	ADAGIO TEAS INC
1636	ASSOCIATED WHISKY IMPORTERS
5718	TERRAPIN RIDGE FARMS LLC
6034	OLD EUROPE CHEESE INC
82	APROCAM
4194	AWESOME PRODUCTS INC
791	SILVER OAK WINE CELLARS
6842	VINIQ SPIRITS COMPANY
4284	MCCORMICK & COMPANY, INC.
1096	MYKA CELLARS INC
11248	THE NAME PEOPLE
704	CHIDESTER FARMS
4047	GILWAY COMPANY LIMITED, THE
9000	HERR DAMM INC
12893	J & J WINERY
3910	MODERN TABLE, INC.
9320	INTERNATIONAL SPIRITS LLC
38	CLIO SNACK COMPANY
10183	HENRY J'S FAMOUS FOODS
3326	JOHN BARRITT & SON LTD
4406	C & M FOOD DISTRIBUTING, INC.
5623	BROTHERS INTERNATIONAL DESSERTS INC.
2377	PETPRO PRODUCTS INC
1650	THE WINERY AT VERSAILLES
3587	ROYAL CHOCOLATES NV
3808	FAROUK SYSTEMS INC
9135	JOHN SOULES FOODS INC
403	SAVOR STREET FOODS INC
999	FLYING FISH BREWING COMPANY
5653	FREYCO PRODUCE
7468	MAM BABYARTIKEL GESMBH
10895	POPTIME LLC
1233	WEISS NOODLE COMPANY, THE
5643	LEHMAN SUGAR FREE CONFECTIONS
3058	BVLGARI PARFUMS SA
4420	ASSOCIATED BRITISH FOODS PLC
7944	SCHULZE & BURCH BISCUIT CO.
12490	FABBRI
8484	VENTURES FOOD & BEVERAGE, LLC
11754	TRISAR, INC.
4410	SAN FRANCISCO SAUSAGE CO INC
12111	MONDE NISSIN CORP
4866	MEDERER GMBH
7052	RAUSCH PRIVAT-CONFISERIE
7872	MAGNO-HUMPHRIES INC.
9534	COMPASS BOX USA
12652	LAIRD SUPERFOOD INC
4692	BODEGAS LUZON S.L.
9746	MODERN ITALIAN BAKERY
12358	FAGERBERG PRODUCE COMPANY
2406	THE COOKIE DOUGH CAFE
9877	PAUL'S BEVERAGES INC
3962	EAT GOOD DO GOOD LLC
5563	CROWN MAPLE LLC
8804	DREAM TIME, INC.
10346	TEKNO PRODUCTS INC
12349	SILVERADO VINEYARDS
7409	SIDNEY FRANK IMPORTING CO
6997	COLLINS BROTHERS INC.
11602	VINARIA BOSTAVAN SRL
8623	MW/TD INSPIRED LLC
500	DIRECT WINE IMPORTS OF TEXAS
3217	THEO CHOCOLATE
5728	FROG RANCH FOODS, LTD
6996	LITTLE EARTH PRODUCTIONS INC
6672	BOSS HOLDINGS
6843	KEYSTONE CANNING CO
11612	ARION PERFUME & BEAUTY INC
12091	SIMPLE SUPPLEMENTAL FOODS LLC
6836	BATH SOLUTIONS INC
9451	TABLECRAFT PRODUCTS INC
7795	PIC CORPORATION
11438	DEARDORFF FAMILY FARMS
8500	CELLAR DOOR SELECTIONS LLC
9760	LIBERTY HEALTH PRODUCTS
5688	RIVOIRE ET CARRET
9317	VILLAGE FARMS
11742	LO-VE WINES
1174	STAVIS SEAFOODS INC
8953	EVERFRESH FOOD CORPORATION
511	GRABBER PERFORMANCE GROUP
4642	EDEN FOODS INC.
2489	COOSAW FARMS
2912	NORTHLAND ASSOCIATE GROCERS
11400	BRONDOW INC
451	MODERN SPIRITS LLC
4232	VINO.COM LLC
10674	IL MULINO CO
13034	ZEWA GROUP
8206	COULEE REGION ORGANIC PRODUCE POOL
13235	DIRECT INTERNATIONAL
2361	ORCHARD HOLLOW FARMS
7460	ROCKY PATEL PREMIUM CIGARS
992	EVIL GENIUS BEER COMPANY
576	FARMER'S BEST
3678	FERRELLGAS LP
7313	DOGFISH HEAD CRAFT BREWERY
10823	CASA DRAGONES TEQUILA CO
5101	HYPE USA INC.
7153	STAR CANDLE CO
6593	WALA HEILMITTEL GMBH
10486	CROCKER AND STARR WINE COMPANY LLC
8178	BIC CORPORATION
12557	PERFORMANCE OFFICE PAPERS
2085	DEL MAGUEY LTD CO
8778	COCOCARE PRODUCTS, INC.
11770	MIKOT LLC
3756	ELEVATOR BREWING CO
7222	SAVAGE RIVER INC
890	JACKSON'S HONEST CHIPS
10285	OMISSION BREWING COMPANY
10318	P.S. SNACKS COMPANY
377	TYRRELLS POTATO CHIPS LIMITED
1983	BEETANICALS LLC
5078	HARVARD DRUG GROUP LLC
7247	HERO NUTRITIONAL PRODUCTS
4141	SAMI'S BAKERY
10732	SOS HYDRATION INC
5379	FRU-VEG MARKETING,INC
8552	RESERS FINE FOODS INC
12128	ALLSTAR MARKETING CORP
5860	TRU TABLE
5408	SYCAMORE USA INC
9655	NATY AB
5683	MARC DE GRAZIA SELECTIONS
991	UPI MARKETING INC
3257	AZ. AGR. POLIZIANO
4408	METROKANE
1870	CERVEJAS PREMIUM DO BRASIL LTDA
1480	KFM FOODS INTERNATIONAL INC
5795	FREEZE DRIED PARTNERS LLC
7473	BLISS UNLIMITED LLC
11451	MILBRANDT FAMILY WINES LLC
12379	JUICE SO GOOD
7437	DOLE FOOD COMPANY, INC
8561	ORIGINAL UNCLE DOUGIE'S LLC
2234	CONTI GROUP COMPANIES
3465	WHAT KIDS WANT! INC
13118	KENNEDY RICE MILL LLC
11405	PACIFIC COAST EVERGREENS INC
1867	THE MARCHETTI COMPANY
2612	FOX LEDGE, INC.
11359	C R L INC
5767	STANLEY PEARLMAN ENTERPRISES INC
11228	HISTORIC SPRINGS BOTTLING COMPANY
11381	RAP SNACKS INC
8621	NORTH CASTLE PARTNERS
10878	EPI CENTER INC
13204	JACK'S ABBY BREWING, LLC
283	GOUGUENHEIM WINERY
1029	COLORADO NATURAL EGGS
11858	PAL'S SNACK FOODS LLC
5660	CALIFORNIA OLIVE RANCH INC
10691	CASA VINICOLA NATALE VERGA S.P.A.
1648	INDEPENDENCE SPIRITS COMPANY
2657	LAKELAND PACKING CO
113	TONYAS GLUTEN FREE KITCHEN INC
7049	GOOD GROCERIES COMPANY INC
9834	GOURMET SAUCES OF PITTSBURGH
10159	CYNARA WORLDWIDE SOURCING INC
6812	DEVOTION SPIRITS INC
8823	HUNTER MANUFACTURING GROUP,INC
9260	FALCON SAFETY PRODUCTS, INC.
1590	PRIVATBRAUEREI G. SCHNEIDER & SOHN KG
4625	LEMON TREE FOODS
8301	PRIMAL SPIRIT INC
10161	HONEOYE FALLS MARKETPLACE
3404	PALACE INDUSTRIES NETO (2014) LTD
10797	DOLCERIA ALBA SPA
11141	PAGOS DE FAMILIA MARQUES DE GRINON S.A.
7444	DRY SODA COMPANY
12229	WHISTLER WATER INC
10362	PL DEVELOPMENTS
10970	LEGACY PRODUCE INC
7671	PACIFIC MARKET INTERNATIONAL LLC
8858	DURABLE PACKAGING INTERNATIONAL
132	SONOMA BEVERAGE WORKS INC
2759	BARNDAD INNOVATIVE NUTRITION LLC
4701	EASTON ICE CO INC
4342	MENDOCINO WINE COMPANY
4378	BEIERSDORF AG
12943	PEARLESSENCE LTD
2242	DIRECT DIGITAL LLC
1245	SURE PRODUCTS LTD
1985	PANDORA SPIRITS LLC
10697	SASSY INC.
10761	BLUEOCO, LLC
7626	CAMPARI GROUP
9607	A TO Z WINEWORKS LLC
13101	BOTTICELLI FOODS CORP
13198	DADE PAPER & BAG COMPANY
10086	ST. KILLIAN IMPORTING CO INC
4326	CAMPBELL'S SWEETS FACTORY
7442	GLOBAL AMICI
12475	STRIP SNACKS INC
114	CAVEMAN BAKERY LLC
11428	CURRY LOVE INC
4415	EMERINE ESTATES
5430	AMERICAN FOODS GROUP LLC
6006	A LA MAISON SOAPS
3318	CNV MARKETING INC
11954	CHOLULA FOOD COMPANY
5597	MASSALOMBARDA
12891	PACIFICA BEAUTY LLC
1552	BRIDGE FOODS, INC.
10678	THINK OPERATIONS LLC
1862	MASSACHUSETTS BEVERAGE ALLIANCE LLC
4787	CHOCOLATE GALLERY INC
9267	COMPAGNIE DES SALINS DU MIDI
7099	BRENDLE ENTERPRISES, INC
8476	SAZERAC COMPANY INC
4990	ORGANIC SPICES INC
10313	MARISCO VINEYARDS
7122	B. UNITED INTERNATIONAL
9825	TOOL MART
10626	LOTTE BG AMERICA CORP
8208	HOMESTEAD CREAMERY
13160	OLIVE BRANCH
7922	PERIO INC
3311	GAMEWEAR INC
1843	MOM 'N POPS INC
10776	TOSHOKU AMERICA INC
7487	OLE MEXICAN FOODS, INC.
9208	WINCRAFT, INCORPORATED
10501	MARKET FRESH PRODUCE
11834	PLAINVILLE FARMS LLC
5386	OLITALIA S.R.L.
5166	SUNNY-CAL EGG
9850	VIGNERI CHOCOLATE
10432	LIVING PROOF INC
4034	MASTER MANUFACTURING COMPANY
11799	CAMERON'S COFFEE COMPANY
4599	ASA FOODS
3782	FUNKY CHUNKY INC
848	NATIONWIDE MARKETING COMPANY
1272	EDU FOODS LLC
6827	MEVGAL USA
13209	GENERAL PRODUCE DISTRS INC
4411	B&M INC
341	TEQUILA CHAMUCOS COMPANY
2459	COASTAL VALLEY FARMS
2950	MAG INSTRUMENT INC.
6860	CHATEAU SAINT COSME
5499	GEORGIA NUT COMPANY INC.
9349	FRANMARA CO INC
4856	KEURIG GREEN MOUNTAIN INC
2989	COCO 4 USA, INC
2321	BEAVER CREEK OUTFITTERS
12756	SCENT SHOP INC
10862	LUNE GROUP OY LTD
1840	BODEGAS MARTINEZ BUJANDA
3649	PERO FAMILY FARMS FOOD COMPANY
12843	BEST DIAMOND PLASTICS LLC
12493	FUNDAMENTAL BEVERAGES LLC
13078	NORMERICA INC
9387	BERRY FRESH LLC
1497	AFFINITYLIFESTYLES.COM INC
6123	THREE LOLLIES LLC
9835	SPECIALTY CHEESE COMPANY
4006	MITSUBISHI CORPORATION
3275	MULBERRY PRINT SOLUTIONS
3954	VELVET ICE CREAM CO.
958	AGROEXPORT LLC
6849	SOOFER CO INC
13100	COLORES INTERNATIONAL INC
312	GLOBAL BRANDS US INC
7296	STAR STRUCK INC
8573	CAPESPAN GROUP HOLDING LIMITED
4119	WRAWP FOODS LLC
4358	SHENANDOAH VINEYARDS INC
3840	LANDIES CANDIES COMPANY INC
11700	AVRIL GROUP
3901	TRENTADUE WINERY
4162	ALEXANDER & HORNUNG, INC.
562	TWANG INC.
495	DEMAKES ENTERPRISES INC
6304	ONEONTA TRADING CORPORATION
11825	PHARMACEUTICAL ASSOCIATES INC
2224	CONCRETE WINE CO.
1342	CHOPIN IMPORTS
4000	BABE' FARMS, INC.
4078	CHELSEA MILLING COMPANY
7044	BEAVERTON FOODS INC
1318	FIERCE PRODUCTS
3096	WAWONA PACKING COMPANY
9158	SOC COOP VECCHIA CANTINA MONTEPULCIANO
10384	MEALTIME STORIES LLC
10715	BEVERAGE BRANDS INC
5325	PHARMACEUTICAL FORMULATIONS INC
988	CATHOLIC FAMILY CENTER RESTART
12208	A & A ORGANIC FARMS
950	CONIFER SPECIALTIES INC.
12082	M&Q PLASTIC PRODUCTS INC
11301	DOT'S PRETZELS
9630	EPICUREAN WINES
11641	NW WINE COMPANY LLC
4733	SWOFFLE, LLC
6597	THE BROOKLYN BREWERY
5020	GOODBABY INTERNATIONAL
9507	CUSTOM SOLUTIONS INC
8449	T.G.I.C. IMPORTERS INC
3724	EAST WEST SALES INC
1076	TUTTO ITALIA LLC
11278	FISHER RANCH CORP
2363	BULLS I TOY
9721	SOME WINE CO
3675	HERBAL ZAP LLC
12311	GARDEL'S
11213	SWEET LOREN'S LLC
3025	PAPER MOON VINEYARDS
12035	WEINGUT REICHSGRAF VON KESSELSTATT
5465	THE LITTLE SLUGGER LLC
7624	TURQUOISE LIFE LLC
7635	MIRACLE CANDLE CO
4296	COLOR-A-COOKIE
5961	SHIRE CITY HERBALS, INC.
8853	MI BLUEBERRY GROWERS ASSC
6269	CI'S HAPPY LIVER LLC
245	SALSA TAMAZULA, S.A. DE C.V.
1975	PISMO OCEANO VEGETABLE EXCHANGE
4254	DMC ENTERPRISES INC
5120	J & D PRODUCE, INC.
6505	ASPEN MULLING CO INC
954	MOMENTUM BRANDS INTERNATIONAL LLC
6294	TIN BOX CO. OF AMERICA, INC.
3035	FRANKLIN SWEETS
8382	WILD PLANET INC
1191	TSM
2184	PROVIMI FOODS INC
2640	PRAIRIE STAR FARMS
2024	J. RAMSAK & SONS
5383	GEORGE S. ORR & SONS, INC.
7702	TEAM BEANS LLC
5484	TOOBRO LLC
11315	SUTTON FERNERIES, INC.
11392	VESPER BROTHERS' FOODS
1253	GREAT LAKES SMOKED MEATS
1424	MIEDEMA PRODUCE, INC
3822	FAMILY FAVORITE FOODS INC
12983	AMPHORA INTERNATIONAL
8069	RIP VAN WAFELS LLC
4169	VINA CASA DONOSO SPA
10701	FLORENTINE LEGACY LLC
7371	BASIC ORGANICS INC
1312	SOLTECH INC
3812	SUN KING BREWING COMPANY LLC
11987	COLOMBO IMPORTING LTD
438	BOULDER CLEANERS
4137	ALUMIN-NU CORP
8054	NORCOM INC
12161	AIKO IMPORTERS INC
12430	WEST BAY MARKETING INC
8179	SCENTCO LLC
4638	ENERGIZER HOLDINGS INC
5810	SICILIAN CHEF INC
6124	CARLSBERG A/S
3868	WEYERBACHER BREWING COMPANY INC
647	GRANDMA LA MURES SPICES
3949	PUN RUBIN AD
4872	PINK HOUSE CHOCOLATES
7722	FRANK FOODS INC.
7528	GREAT EASTERN SUN
12957	D'ANDREA BROTHERS LLC
4305	G.H.C. PRODUCTS, INC.
10355	ROYAL DOCKS BREWING COMPANY
10111	LIMESTONE BRANCH DISTILLERS INC
137	RANDOLPH STREET WINE CO.
4727	MOUNTAIRE FARMS
6921	SOUTHERN TIER BREWING COMPANY INC
9574	DOWIN ENTERPRISES INC
11237	PRODUCE PARTNER COMPANY
10196	GRISSINIFICIO ZINGONIA S P A
10830	THE MXD COCKTAIL CO
8581	ZETA ESPACIAL S A
2521	CROWN DISPLAY
1887	AGAINST THE GRAIN GOURMET FOODS LLC
7847	UNITED NATURAL FOODS INC
11607	DEBEST GOURMET FOOD PRODUCTS LTD
583	DITKA'S REAL FOODS INC
614	WSR COFFEE LLC
2228	DELCA CORPORATION
4329	PRETZELHAUS BAKERY LLC
300	RANDALL FOOD PRODUCTS
4142	ROYAL PHILIPS ELECTRONIC N.V.
237	L.G. HERNDON JR. FARMS INC
5130	ROYAL GYPSY TEA COMPANY INC
7156	TAYLOR FRESH FOODS INC
9188	F.I.L.A. S P A
12284	2 BAR SPIRITS
10297	GATOR HAMMOCK
1376	PETIT HAMEAU
11305	WEINGUT ROBERT WEIL KG LTD
5286	BELLISIO FOODS INC
11422	BONDSTARZ COMPANY LIMITED
6110	TAVA ORGANICS LTD
9977	ORANGE PEEL ENTERPRISES INC
2852	BLAZE PRODUCTS CORP
3564	GOETZE'S CANDY CO INC
6626	RIVERIDGE PRODUCE MARKETING INC.
4865	PANINI S.P.A.
12204	CHARLIES FINE CHEESE
9626	SPARQ HOME
6107	FARMER BROS CO
9115	KADOYA SESAME MILLS INC
6084	RICK'S PICKS LLC
2894	SUNSPROUT FARMS LLC
7892	3M COMPANY
4997	QORE SYSTEMS LLC
9032	GRUPO LA RIOJA ALTA
1258	BELL PLANTATION
3040	GREAT NORTHERN MAPLE PRODUCTS
6524	LEONARD KREUSCH INC.
9063	VEPAC
7914	GOOSE RIDGE ESTATE VINEYARDS AND WINERY
9477	LOFTHOUSE OF FLEETWOOD LTD.
12760	CLEVELAND PICKLE
12804	AMERICAN CLASSIC SNACK COMPANY
2510	AGRIVERDE WINERY
13129	FUN EXPRESS LLC
3859	GIOCATO WINES
3319	RAINIER FRUIT COMPANY
8659	FRUIT D'OR
5760	POPCORN SUTTON DISTILLING
8153	NELLIE & JOE'S INC.
5192	FRESH VALLEY FOODS CORP
4512	RANK GROUP
3261	UNITED RESEARCH LABORATORIES
4666	ARCHER DANIELS MIDLAND CO
1982	MACPHAIL FAMILY WINES
6347	BETSEY JOHNSON
3601	CONTE'S PASTA CO.
7504	MECHANICAL SERVANTS INC
12729	LUCASFILM LTD
5893	MID-WEST METAL PRODUCTS CO INC
4524	DREW'S
5862	AMAZING HERBS NUTRACEUTICALS
7893	HONGAR FARMS GOURMET FOODS
7220	BLUME HONEY WATER LLC
4930	MONOGRAM FOOD SOLUTIONS
8905	YOU LOVE FRUIT INC.
1240	THE LOUNGING GOURMET
983	KIKU SRL
5212	TRINIDAD/BENHAM CORP
8405	DISTINCTIVE FOODS LLC
10587	NOW FOODS
2113	TERRA SUR
7502	JAMMI PRODUCTS
8039	UNITED JUICE COMPANIES OF AMERICA INC
12825	HOLDING ANGELCARE INC
10798	UNITED BAKING
5262	GERBER'S POULTRY INC
9056	AMERICAN ESTATES WINES INC
5364	MHW, LTD
12770	AMBROSIA HONEY CO
8043	HEARTBREAKING DAWNS
9765	GREEN WAVE FARMS LLC
5781	OLOMOMO NUT COMPANY LLC
207	SPEC ENTERPRISE INC
4798	CASPARI INC
5181	GREAT SOUTHERN FARMS
5356	PARTY PARTNERS BVBA
7319	EASTERN TEA CORPORATION
2117	WILLY'S INC
2259	DISTILLERS PRODUCTS, LTD.
943	BUMBLEBERRY FARMS
4686	MUNCHKIN INC.
10307	BOONE COUNTY DISTILLING CO
12814	COPPER MOUNTAIN BREWING CO
8945	PURE MEDITERRANEAN FOODS COMPANY
545	CANDIDO MIRO S.A.
7960	HARVEST PARTNERS INC
11328	HAPPY TAILS PET PRODUCTS
9989	QUALITY FOODS FROM THE SEA INC
795	EDWARD BILLINGTON & SON LIMITED
2662	SUNRIPE CERTIFIED BRANDS
161	PREMIER PAN COMPANY
8997	ICELANDIC WATER HOLDINGS EHF
10679	SERA FOODS LLC
37	CHOCOLADEFABRIKEN LINDT & SPRUNGLI AG
